name,aka,page_start,page_end,row_count,chars_count,ks.,firstlast,dob
"Salmela, A.","Aleksander Salmela, aik. Lindholm",383,383,6,213,0,A. Salmela,
"Salmela, Yrjö","ks. Vainio, J.V.",383,383,1,16,1,Yrjö Salmela,
"Salmela-Järvinen, Martta Helena","Helena, Matleena",383,383,66,2708,0,Martta Helena Salmela-Järvinen,31.3.1892
"Salmelainen, Eino Johannes",v:een 1912 Pöllö,383,384,44,1703,0,Eino Johannes Salmelainen,30.3.1893
"Salmenoja, John Pietari",v:een 1907 Palin,384,384,22,822,0,John Pietari Salmenoja,7.6.1893
"Salmi, Viljo Eerikki",,384,384,21,818,0,Viljo Eerikki Salmi,14.2.1904
"Salminen, Marja",ks. Serp,384,384,1,8,1,Marja Salminen,
"Salminen, Sally",Sally Alin Ingeborg Salminen-Duhrkop,384,385,156,6805,0,Sally Salminen,25.4.1906
"Salminen, Seere",ks. Serp,385,385,1,8,1,Seere Salminen,
"Salminen, Tyyne Maija","Tyyne Salminen, Maija Tyyne",385,386,74,2921,0,Tyyne Maija Salminen,25.9.1903
"Salmivaara, Arvo Edvard",,386,386,23,918,0,Arvo Edvard Salmivaara,15.8.1901
"Salo, Aino Sofia",,386,386,12,466,0,Aino Sofia Salo,10.7.1897
"Salokannel, Tyyne Maria",,386,387,9,367,0,Tyyne Maria Salokannel,23.11.1893
"Salokas, Eino Edvard",v:een 1906 Silvander,387,387,20,866,0,Eino Edvard Salokas,2.12.1887
"Salola, Eero",v:een 1906 Boman,387,388,114,4681,0,Eero Salola,1.6.1902
"Salolahti, Johannes",,388,388,5,209,0,Johannes Salolahti,
"Salonen, Aarne",,388,388,1,25,0,Aarne Salonen,
"Salonen, Emma",,388,388,1,55,0,Emma Salonen,
"Salonen, Matti","ks. Kurjensaari, Matti",388,388,1,22,1,Matti Salonen,
"Salonen, Osmo","ks. Osva, Osmo",388,388,1,14,1,Osmo Salonen,
"Salonen, Uuno","ks. Kailas, Uuno",388,388,1,16,1,Uuno Salonen,
"Salonen, Ylpö /salanimi/",,388,388,4,146,0,Ylpö /salanimi/ Salonen,
"Saloranta, Albert Aleksander",Pertti Lehti; v:een 1906 Forsman,388,389,61,2171,0,Albert Aleksander Saloranta,6.1.1892
"Salovaara, Sakari",Sakari Pettersin,389,389,3,74,0,Sakari Salovaara,
"Salovirta, Verner",,389,389,1,27,0,Verner Salovirta,
"Sammalkorpi, Eila","ks. Kivikk’aho, Eila",389,389,1,20,1,Eila Sammalkorpi,
"Sandberg, Valdemar","ks. Sara, Valto",389,389,1,15,1,Valdemar Sandberg,
"Sandelin, Kalle","ks. Sorainen, Kalle",389,389,1,19,1,Kalle Sandelin,
"Sandell, Ester",,389,389,1,26,0,Ester Sandell,
"Sandman, Abbe",Albert Gabriel Sandman,389,389,7,266,0,Abbe Sandman,1.3.1910
"Sandström, Allan Emil",,389,389,10,401,0,Allan Emil Sandström,3.7.1895
"Sankila, Urpo",Hannes Järviö,389,389,9,320,0,Urpo Sankila,
"Santavuori, Martti Jaarli Olavi",Olavi Uoma; v:een 1906 Sandberg,389,391,287,11438,0,Martti Jaarli Olavi Santavuori,11.11.1901
"Sara, Valto",v:een 1947 Waldemar Sandberg,391,392,33,1393,0,Valto Sara,24.3.1907
"Saraja, Viljo Anssi",v:een 1927 Snellman,392,392,48,2003,0,Viljo Anssi Saraja,24.8.1900
"Saraoja, Väinö /salanimi/",,392,392,2,85,0,Väinö /salanimi/ Saraoja,
"Sarasto, Hagar Lovisa",,392,392,10,444,0,Hagar Lovisa Sarasto,1.4.1890
"Sarasto, Lea Irmelin",,392,392,14,585,0,Lea Irmelin Sarasto,18.11.1912
"Sario, Seere",ks. Serp,392,392,1,8,1,Seere Sario,
"Sarkanen, Aune","ks. Somersalo, Aili",392,393,2,49,1,Aune Sarkanen,
"Sarkia, Kaarlo Teodor",aik. Sulin,393,393,104,4841,0,Kaarlo Teodor Sarkia,11.5.1902
"Sarkola, Riku Jalmari",,393,394,61,2672,0,Riku Jalmari Sarkola,24.3.1910
"Sarnö, Helena",,394,394,1,45,0,Helena Sarnö,
"Sarro, Elsa",Elsa A urora Sahlberg,394,394,9,362,0,Elsa Sarro,4.3.1898
"Sarvi, Antti",,394,394,9,366,0,Antti Sarvi,16.3.1878
"Satakoski, Juha",Juho Akseli Kanerva,394,394,22,928,0,Juha Satakoski,1.2.1882
"Saukkonen, Alfr.",Alfred Saukkonen,394,395,24,806,0,Alfr. Saukkonen,11.9.1887
"Sauli, Jalmari Verneri","Heikki Hernesmaa; Hjalmar Verner Sauli, v:een 1908 Saxelin",395,396,157,6218,0,Jalmari Verneri Sauli,17.8.1889
"Savakko, J.",Juho Koivistoinen,396,396,20,840,0,J. Savakko,
"Savipuro, Jussi","ks. Lonkainen, Jussi",396,396,1,20,1,Jussi Savipuro,
"Savisaari, Urho Kasperi",,396,396,15,587,0,Urho Kasperi Savisaari,8.5.1891
"Schantz, Eric Emil Eberhard von",,396,397,56,2438,0,Eric Emil Eberhard von Schantz,11.11.1909
"Schildt, Gustaf Ernst Göran",,397,398,171,6875,0,Gustaf Ernst Göran Schildt,11.3.1917
"Schliiter, Per Erhard Rolf",,398,398,4,146,0,Per Erhard Rolf Schliiter,25.4.1881
"Schoultz, Arne Martin Ormelie von",,398,399,27,1147,0,Arne Martin Ormelie von Schoultz,10.11.1874
"Schoultz, Oskar von",ks. Farbror Oskar,399,399,1,17,1,Oskar von Schoultz,
"Schoultz, Solveig von",Solveig Margareta von Schoultz-Bergman,399,401,291,12277,0,Solveig von Schoultz,5.8.1907
"Schoultz-Frankenhaeuser, Margit Florence",Maria von,401,401,10,369,0,Margit Florence Schoultz-Frankenhaeuser,23.12.1898
"Schultén, Ingrid af",Inga Brun,401,401,17,638,0,Ingrid af Schultén,2.10.1889
"Seidenschnur, Otto Heinrich",v:sta 1945 Seire,401,401,9,344,0,Otto Heinrich Seidenschnur,14.10.1909
"Seitola, U.",Vilhelmi,401,401,8,317,0,U. Seitola,
"Seitsalo, Hertta",,401,401,2,61,0,Hertta Seitsalo,
"Seitz, Ester Helena",,401,401,5,183,0,Ester Helena Seitz,16.5.1921
"Selas, Ola","ks. Jaakkola, Lasse",401,402,2,47,1,Ola Selas,
"Selin, Elis Alban Immanuel",,402,402,88,3528,0,Elis Alban Immanuel Selin,26.3.1891
"Selja, Sirkka",Sirkka-Liisa Tulonen,402,403,102,4196,0,Sirkka Selja,20.3.1920
"Selki, Väinö",Väinö Saimala,403,403,3,89,0,Väinö Selki,
"Seppälä, Arvi A.",Arvi Aamos Seppälä,403,403,17,690,0,Arvi A. Seppälä,31.3.1879
"Seppälä, Heikki Kauno",,403,404,36,1320,0,Heikki Kauno Seppälä,31.8.1903
"Seppälä, Th.","ks. Korvenkelo, Teppo",404,404,1,21,1,Th. Seppälä,
"Seppänen, Unto Kalervo",,404,405,218,9572,0,Unto Kalervo Seppänen,15.4.1904
"September, Anna","ks. Manner, Eeva-Liisa",405,405,1,22,1,Anna September,
Serp,"Tuttu Paristo, Marja Salminen, Seere Sario; Seere Maria Salminen",405,407,205,7476,0,Serp,6.5.1894
"Serranto, Klaus","ks. Hemdal, Dag",407,407,1,15,1,Klaus Serranto,
"Setälä, Aini Sigrid",,407,407,28,1054,0,Aini Sigrid Setälä,3.7.1899
"Setälä, Emma Annikki",A.S.,407,408,107,3892,0,Emma Annikki Setälä,29.7.1900
"Setälä, Helmiriitta",Helmiriitta Honkanen,408,408,9,345,0,Helmiriitta Setälä,8.10.1920
"Setälä, Salme",,408,408,0,0,0,Salme Setälä,
S.S.,,408,410,171,6840,0,S.S.,18.1.1894
"Sevon-Rosenbröijer, Gurli",Gurli Sophia Ingeborg Rosenbröijer,410,410,44,1812,0,Gurli Sevon-Rosenbröijer,16.4.1892
"Sexerot, M.","ks. Nuorvala, Kaarlo",410,410,1,20,1,M. Sexerot,
"Sibelius, Nelma",Kaino Ihanelma Sibelius,410,410,43,1506,0,Nelma Sibelius,1.12.1878
"Sihvo, Aarne",,410,411,18,730,0,Aarne Sihvo,22.11.1889
"Sihvo, Sam",Samuli Sihvo,411,411,21,748,0,Sam Sihvo,30.10.1892
"Siikaniemi, Väinö Viljam",aik. Siegberg,411,411,8,296,0,Väinö Viljam Siikaniemi,27.3.1887
"Siippainen, Elias",Juutas Käkriäinen,411,411,20,789,0,Elias Siippainen,22.1.1888
"Siippainen, Otto Olavi",,411,412,152,6782,0,Otto Olavi Siippainen,15.7.1915
"Siifvast, R.","ks. Raila, Hellä",412,412,1,16,1,R. Siifvast,
"Silfverberg, K.V.","K.W.S., K. Silovuori, Veikko Säilävä; Karl Viking Silfverberg",412,413,19,748,0,K.V. Silfverberg,22.3.1883
"Silfverhjelm, Gustaf Adolf",,413,413,11,475,0,Gustaf Adolf Silfverhjelm,11.12.1872
"Sillman, Edgar",,413,413,6,206,0,Edgar Sillman,30.9.1891
"Silovuori, K.","ks. Silfverberg, K.V.",413,413,1,21,1,K. Silovuori,
"Silvennoinen, Onni",,413,413,15,544,0,Onni Silvennoinen,23.4.1890
"Silvo, Irmeli","ks. Salava, Irmeli",413,413,1,18,1,Irmeli Silvo,
"Silvo, Sylvi","ks. Rautamaa, Liisa",413,413,1,19,1,Sylvi Silvo,
"Simberg, Guido Peter Maximilian",,413,413,28,1176,0,Guido Peter Maximilian Simberg,11.9.1887
"Similä, Aapo",Salme Palma; Abram Gustaf Similä,413,414,42,1753,0,Aapo Similä,14.4.1891
"Simojoki, Käarlo Juho Mikael",v:een 1935 Simelius,414,414,8,294,0,Käarlo Juho Mikael Simojoki,15.3.1913
"Simola, Lauri","ks. Laurila, Simo",414,414,1,17,1,Lauri Simola,
"Simula, Samuli Jalmari",,414,414,8,349,0,Samuli Jalmari Simula,21.11.1891
"Sinervo, Elvi",Aulikki Prinkki; Elvi Aulikki Sinervo-Ryömä,414,416,316,12562,0,Elvi Sinervo,4.5.1912
"Sini, Sylvia /salanimi/",,416,416,2,104,0,Sylvia /salanimi/ Sini,
"Sinikka, Aini",Aina Lydia Bläfield,416,417,9,286,0,Aini Sinikka,2.9.1871
"Siniluoto, Aili Adele",Asto,417,417,12,429,0,Aili Adele Siniluoto,8.8.1899
"Sinnemäki, J.",Jussi Sinnemäki,417,417,48,1890,0,J. Sinnemäki,25.1.1895
"Sipilä, Kyösti Arvo",,417,417,25,1090,0,Kyösti Arvo Sipilä,20.2.1898
"Sipilä, Helmi",,417,418,4,99,0,Helmi Sipilä,
"Sipinen, K. Emil",Karl Emil Sipinen,418,418,8,286,0,K. Emil Sipinen,13.3.1873
"Sipola, Hilja","ks. Vartiainen, Hilja",418,418,1,21,1,Hilja Sipola,
"Sirkkola, Maria Matilda",,418,418,14,618,0,Maria Matilda Sirkkola,23.3.1889
"Siukonen, Impi Fredrika",,418,418,18,686,0,Impi Fredrika Siukonen,5.6.1879
"Sjöberg, Charles",Karl Emil Sjöberg,418,418,7,218,0,Charles Sjöberg,
"Sjöblom, Adi",ks. A. S-m.,418,418,1,11,1,Adi Sjöblom,
"Sjöman, Kaisa","ks. Meri, Kaisa",418,418,1,15,1,Kaisa Sjöman,
"Skog, Helge Alexander",,418,418,6,242,0,Helge Alexander Skog,2.3.1904
"Skrivare, Pontus",H.J. Wahlroos; Helmer Jarl Wahlroos,418,419,58,2309,0,Pontus Skrivare,22.1.1897
"Snellman, Aku","Samuli Sala; August Sampola, v:een 1919 Snellman",419,419,17,683,0,Aku Snellman,3.11.1896
"Snellman, Samuel Jussi",,419,419,32,1200,0,Samuel Jussi Snellman,28.6.1879
"Snellman, Walter J.",Walter Johannes Snellman,419,420,33,1369,0,Walter J. Snellman,20.7.1866
"Sohlberg, Elsie","ks. Alison, Elsie",420,420,1,17,1,Elsie Sohlberg,
"Soikkeli, Aune",,420,420,1,24,0,Aune Soikkeli,
"Soini, Elsa","E.H., Lippa, Tuttu Paristo; Elsa Sofia Hagan",420,421,153,5945,0,Elsa Soini,7.4.1893
"Soini, Yrjö",ks. Agapetus,421,421,1,12,1,Yrjö Soini,
"Soini-Hagan, Elsa","ks. Soini, Elsa",421,421,1,15,1,Elsa Soini-Hagan,
"Soinne, Laura",Laura Vuorela,421,422,67,2557,0,Laura Soinne,6.2.1897
"Soirila, Paavo","ks. Syvänne, Väinö",422,422,1,18,1,Paavo Soirila,
"Soldan-Brofeldt, Venny",Vendla Irene Aho,422,422,13,485,0,Venny Soldan-Brofeldt,2.11.1863
"Soljanko, V.J.","ks. Syvänne, Väinö",422,422,1,18,1,V.J. Soljanko,
"Solki, Sylvia","ks. Juva, Siiri",422,422,1,15,1,Sylvia Solki,
"Soikio, Olli",A.A.; Aino Lyydia Airamo,422,422,41,1497,0,Olli Soikio,7.9.1883
Solmu,"ks. Auer, Eino",422,422,1,14,1,Solmu,
"Somero, Aili",Aliina Arola,422,422,5,196,0,Aili Somero,
"Somersalo, Aili","Marianne, Aune Sarkanen, Aili Somersalo-; Tarvas, Eileen Summers, Aili Tarvas; Aili Maria Candolin",422,424,153,5853,0,Aili Somersalo,12.6.1887
"Somersalo, Arne Sakari",v:een 1906 Sommer,424,424,19,758,0,Arne Sakari Somersalo,6.3.1891
"Somersalo, Ensi",ks. Kapteeni Vähäkäs,424,424,1,20,1,Ensi Somersalo,
"Somersalo-Tarvas, Aili","ks. Somersalo, Aili",424,424,1,19,1,Aili Somersalo-Tarvas,
"Sonck, K.E.",K.E.S.; Knut Emil Sonck,424,424,11,424,0,K.E. Sonck,3.2.1852
"Sonetten, Jean",ks. Sven i Österlid,424,424,1,19,1,Jean Sonetten,
"Sorainen, Kalle","Kaarle Laurentius Sorainen,; v:een 1936 Sandelin",424,424,30,1248,0,Kalle Sorainen,14.5.1893
"Sorro, Asko","ks. Rauta, Viljo",424,424,1,16,1,Asko Sorro,
"Sotanuotio, Eero","ks. Tuomola, Eero",424,424,1,17,1,Eero Sotanuotio,
Sperans,"ks. Suojamaa, Väinö",424,425,2,49,1,Sperans,
"Spira, Irja",Irja Spira-Hautala,425,425,24,1005,0,Irja Spira,5.11.1900
"Spåre, Ulla",Ulla Marita Forsström,425,425,10,369,0,Ulla Spåre,22.1.1921
"Standertskjöld, Carl Herbert",,425,425,7,288,0,Carl Herbert Standertskjöld,21.3.1893
"Stén, Meri Ellen",,425,425,10,385,0,Meri Ellen Stén,16.8.1901
"Stenberg, Kerttu","ks. Kivikallio, Kerttu",425,425,1,22,1,Kerttu Stenberg,
"Stenij, Otto","ks. Korpijaakko, Otto",425,425,1,21,1,Otto Stenij,
"Stenius, Göran Erik",,425,426,86,3627,0,Göran Erik Stenius,9.7.1909
"Stenman, Karl-Stefan","ks. Landström, Björn",426,426,1,20,1,Karl-Stefan Stenman,
"Stenroth, Fanny Carolina Johanna",,426,426,27,1171,0,Fanny Carolina Johanna Stenroth,25.7.1867
"Steve, Cathelyn","ks. Porras, Kirsti",426,426,1,18,1,Cathelyn Steve,
"Strandberg, Gett",Kitty; Göta Dagmar Gabriella Strandberg,426,427,40,1617,0,Gett Strandberg,26.11.1919
"Strandberg, Gun","Gun-Lice Berg, Ulla Bergstrand; Gunvor Sigrid Alice Strandberg",427,427,28,1063,0,Gun Strandberg,19.6.1912
"Strandvik, Vide Ingemar",,427,427,10,461,0,Vide Ingemar Strandvik,15.9.1916
"Streng, Ellan","ks. Mattila, Paula",427,427,1,18,1,Ellan Streng,
"Ström, Ester","ks. Koski, Hillevi",427,427,1,18,1,Ester Ström,
"Ström, Veikko",,427,427,8,317,0,Veikko Ström,
"Strömberg, Sigge Samuel",,427,427,21,862,0,Sigge Samuel Strömberg,24.5.1902
"Strömmer, Arne O.",Arne Ossian Strömmer,427,428,28,1180,0,Arne O. Strömmer,19.7.1887
"Stälfelt, Stina","ks. Qvarnström, Ingrid",428,428,1,22,1,Stina Stälfelt,
"Sulka, Simo","ks. Kotkanen, Viljo",428,428,1,19,1,Simo Sulka,
"Sumelius, Holger R.",Holger Rafael Sumelius,428,428,9,328,0,Holger R. Sumelius,28.12.1901
"Summers, Eileen","ks. Somersalo, Aili",428,428,1,19,1,Eileen Summers,
"Sund, Björn","ks. Voipio, Väinö",428,428,1,17,1,Björn Sund,
"Sundell, Linus",,428,428,24,960,0,Linus Sundell,27.11.1868
"Suojamaa, Väinö Alban",Sperans; aik. Grönlund,428,429,32,1154,0,Väinö Alban Suojamaa,11.10.1878
"Suolahti, Aili","ks. Paimen, Aili",429,429,1,16,1,Aili Suolahti,
"Suolahti, Olli",Olli Isidor Palander,429,429,13,594,0,Olli Suolahti,28.10.1885
"Suomalainen, E.W.",Elias Wilhelm Suomalainen,429,429,15,583,0,E.W. Suomalainen,8.9.1883
"Suomalainen, Johannes",Eero Merimaa,429,429,14,596,0,Johannes Suomalainen,10.9.1890
"Suomela, Toivi","Toivo Jänne, Kirsti Matinsaari; Toivi Suvikki Väre",429,429,33,1253,0,Toivi Suomela,22.3.1923
"Suomi, Otto","ks. Varhia, Otto",429,430,2,45,1,Otto Suomi,
"Suonio, Aatto Antero",,430,430,8,339,0,Aatto Antero Suonio,22.2.1897
"Suonio, Evert",,430,430,3,136,0,Evert Suonio,
"Suonio, Kurki","ks. Kurki-Suonio, Ensio",430,430,1,23,1,Kurki Suonio,
"Suoranta, Katri",Katri Maria Wahä-Muotia,430,430,12,404,0,Katri Suoranta,12.3.1899
"Suortti, Kyllikki","ks. Saari, Sirkka",430,430,1,17,1,Kyllikki Suortti,
"Suortti, Sirkka","ks. Saari, Sirkka",430,430,1,17,1,Sirkka Suortti,
"Suova, Maija",Olga Maria Suova,430,430,30,1139,0,Maija Suova,10.4.1897
"Surakka, Aari",,430,431,50,2103,0,Aari Surakka,18.12.1909
"Susitaival, Paavo Oskar Edvard",v:een 1927 Siven,431,431,22,828,0,Paavo Oskar Edvard Susitaival,9.2.1896
"Sutinen-Wigelius, Ilma","ks. Jäsys, K.J.",431,431,1,15,1,Ilma Sutinen-Wigelius,
"Suuronen, Kalle",Kaarle Nestor Suuronen,431,431,13,481,0,Kalle Suuronen,13.4.1901
"Suuronen, Kerttu Rosilla",,431,431,20,866,0,Kerttu Rosilla Suuronen,28.3.1907
"Swanljung, Karl Kristian",,431,432,20,773,0,Karl Kristian Swanljung,19.8.1892
"Svedlin, Elin",,432,432,6,252,0,Elin Svedlin,21.11.1894
Sven i Österlid,Jean Sonetten; V.A. Kählman,432,432,14,517,0,Sven i Österlid,
Sverre P:son Sverre,Paul Johan Klinthe,432,432,18,751,0,Sverre P:son Sverre,24.2.1904
Swing,"ks. Pulli, E.A.",432,432,1,15,1,Swing,
Swing Gordon,"ks. Aston, Denys",432,432,1,16,1,Swing Gordon,
"Sylvander, Stefan","ks. Kähre, Georg",432,432,1,16,1,Stefan Sylvander,
"Syrjänen, Vesa E.",ks. Kapteeni Hell,432,432,1,17,1,Vesa E. Syrjänen,
"Syväniemi, Tuulikki",,432,432,1,46,0,Tuulikki Syväniemi,
"Syvänne, Väinö Johannes","Tellervo Aunus, Jussi, Paavo Soirila,; V.J. Soljanko",432,433,74,2966,0,Väinö Johannes Syvänne,6.5.1892
"Säilövä, Veikko","ks. Silfverberg, K.W.",433,433,1,21,1,Veikko Säilövä,
"Säivä, Kaisa","ks. Meri, Kaisa",433,433,1,15,1,Kaisa Säivä,
"Söderhjelm, Alma",,433,434,104,4088,0,Alma Söderhjelm,10.5.1870
"Söderhjelm, Martin",,434,434,35,1513,0,Martin Söderhjelm,13.3.1913
"Söderholm, Kerstin",,434,435,97,4398,0,Kerstin Söderholm,10.3.1897
"Söderlund, John Birger Gustav",,435,435,10,391,0,John Birger Gustav Söderlund,9.6.1906
"Söderman, Arvid Severin",,435,435,5,193,0,Arvid Severin Söderman,
"Söderskär, Sten",Karl Ragnar Öller,435,436,118,4849,0,Sten Söderskär,6.7.1893
"Söderström, Ingrid",,436,436,3,71,0,Ingrid Söderström,
T.T.K.,"ks. Kaila, Toivo Torsten",436,436,1,24,1,T.T.K.,
T.-o.,"ks. Paavonkallio, T.W.",436,436,1,22,1,T.-o.,
"Taatto, Eino","ks. Ahti, Eino H.",436,436,1,17,1,Eino Taatto,
"Taiga, Marton","L. Martin, Margot Lagarto, M. Levä; Martti Erik Hjalmar Löfberg",436,437,124,5032,0,Marton Taiga,5.3.1907
"Taimi, E.M.","ks. Tervas, Mikko",437,437,1,17,1,E.M. Taimi,
"Tainio, Oili",Viljo Tainio,437,437,2,60,0,Oili Tainio,
"Tainio, Tauno Ilmari",,437,438,131,4872,0,Tauno Ilmari Tainio,17.11.1902
"Taipale, A.K.M.","ks. Taipale, Mikko",438,439,2,50,1,A.K.M. Taipale,
"Taipale, Mikko",Armas Kunto Mikko Taipale,439,439,27,1055,0,Mikko Taipale,20.9.1899
"Taivalkoski, Martti","ks. Jokinen, William",439,439,1,20,1,Martti Taivalkoski,
"Takkinen, Jalmari",ks. Ilmarinen,439,439,1,13,1,Jalmari Takkinen,
"Talas, Hellin",,439,439,1,44,0,Hellin Talas,
"Talaskivi, F.H.","ks. Koivukanta, Johannes",439,439,1,24,1,F.H. Talaskivi,
"Tallgren, Tyyne","ks. Tuulio, Tyyni",439,439,1,17,1,Tyyne Tallgren,
"Tallmark, Isak Alfred","A. Hems, Alfr. Hems, Ailfred Tallmark; v.een 1933 Betlehem",439,439,55,2176,0,Isak Alfred Tallmark,3.11.1908
"Tallqvist, Allan Emil",,439,440,26,1157,0,Allan Emil Tallqvist,1.5.1909
"Tallqvist, J.O.",Jarl Olof Henrik Tallqvist,440,440,52,2170,0,J.O. Tallqvist,17.1.1910
"Talvi, Jussi",Hans Kristian; Yrjö Johannes Talvio,440,441,165,7187,0,Jussi Talvi,8.10.1920
"Talvimaa, Annikki","ks. Turunen, Annikki",441,442,2,49,1,Annikki Talvimaa,
"Talvio, Oski",,442,442,2,97,0,Oski Talvio,
"Talvio, Yrjö","ks. Talvi, Jussi",442,442,1,16,1,Yrjö Talvio,
"Talvitie, Oiva Kalle Aukusti","Jaakko Korpela, Heikki Ketara, O.T.",442,443,149,5535,0,Oiva Kalle Aukusti Talvitie,1.2.1897
"Tammelander, Marita Cecilia Elvira",,443,443,20,829,0,Marita Cecilia Elvira Tammelander,22.11.1903
"Tamminen, Hilja Alina",,443,443,9,357,0,Hilja Alina Tamminen,1.5.1889
"Tamminen, Juuse",Jooseppi Arvid Tamminen,443,444,50,1932,0,Juuse Tamminen,29.11.1888
"Tanninen, Sulo Akseli",,444,444,15,601,0,Sulo Akseli Tanninen,23.3.1896
"Tapola, Selim Angervo","Jori Tervanto, Tero Uskali",444,444,40,1630,0,Selim Angervo Tapola,19.9.1912
"Tara, Suoma",Hanna Bruun,444,444,2,50,0,Suoma Tara,
"Tarvas, Aili","ks. Somersalo, Aili",444,444,1,19,1,Aili Tarvas,
"Taube, Aino Inkeri",,444,444,28,1092,0,Aino Inkeri Taube,12.1.1900
"Taube, S.S.","ks. Taula, S.S.",444,444,1,15,1,S.S. Taube,
"Taula, S.S.","Saimi Taube, S.S. Taube; Saima Sigrid Pohjonen",444,445,126,4798,0,S.S. Taula,28.7.1903
"Taura, Heikki","ks. Kivimaa, Arvi",445,445,1,17,1,Heikki Taura,
Taurus,"ks. Pajari, M.",445,446,2,41,1,Taurus,
"Tavi, Anja","Oma Ek-Noponen, Oma Mäkikossa,; O.T. Mäkikossa; Oma Toini Mäkikossa-Engelberg, o.s. Ek",446,446,19,688,0,Anja Tavi,6.3.1903
"Tavio, Saima",,446,446,2,86,0,Saima Tavio,
"Tegengren, Liv",Liv Elfgren; Liv Enckell,446,446,40,1561,0,Liv Tegengren,21.10.1905
Teini,"ks. Turja, Ilmari",446,446,1,17,1,Teini,
"Teini, Eino","ks. Honka, Aaro",446,446,1,15,1,Eino Teini,
"Teppo, Yrjö","ks. Kaijärvi, Yrjö",446,446,1,18,1,Yrjö Teppo,
"Tertti, Martti","ks. Varro, Martius",446,446,1,18,1,Martti Tertti,
"Tervanto, Jori","ks. Tapola, Selim",446,446,1,17,1,Jori Tervanto,
"Tervapää, Juhani",Hella Maria Wuolijoki,446,448,180,7356,0,Juhani Tervapää,22.7.1886
"Tervas, Mikko","Eemil Mikko Tervaskari,; v:een 1906 Nikander, 1906—35 Taimi",448,448,16,616,0,Mikko Tervas,23.9.1883
"Tervo, Elsa Sigrid Katarina",,448,448,35,1471,0,Elsa Sigrid Katarina Tervo,4.3.1892
"Tervo, Jaakko Hermanni",aik. Nyström,448,449,23,893,0,Jaakko Hermanni Tervo,4.9.1871
"Teräsvuori, Olla","Konrad Gabriel Teräsvuori, v:een 1906; Stählberg",449,449,37,1521,0,Olla Teräsvuori,27.12.1888
"Tevalin, A.","ks. Anto, Alpa",449,449,1,14,1,A. Tevalin,
"Therman, Bror Erik",,449,450,87,3634,0,Bror Erik Therman,15.7.1906
"Therman, Saga Ingeborg","Saga Lindroos-Palmgren,; Saga Palmgren-Lindroos",450,450,19,686,0,Saga Ingeborg Therman,9.11.1910
"Theslöf, Georg H.",ks. Brummel & C:o,450,450,1,17,1,Georg H. Theslöf,
"Thuneberg, Arno","Otto Arno Tuurna, v:een 1935 Thuneberg",450,450,14,612,0,Arno Thuneberg,12.8.1894
"Tigerstedt, Göran Tor",,450,450,7,267,0,Göran Tor Tigerstedt,3.10.1903
"Tigerstedt, Axel Örnulf","Axel Falander, Axel Fredriksson",450,451,156,6503,0,Axel Örnulf Tigerstedt,29.9.1900
"Tiilikainen, Anna-Lea",,451,452,17,694,0,Anna-Lea Tiilikainen,10.8.1915
"Tiilikainen, Pekka",,452,452,37,1494,0,Pekka Tiilikainen,29.6.1911
Tiina T.,"ks. Pekari, Ida",452,452,1,15,1,Tiina T.,
"Tiittanen, Antti",,452,452,16,669,0,Antti Tiittanen,1.1.1897
"Tiittanen, Irene",Firinä,452,452,5,139,0,Irene Tiittanen,27.5.1900
"Tilgmann, Knut Mauritz Henry",,452,452,12,405,0,Knut Mauritz Henry Tilgmann,25.7.1865
"Toivola, Lyyli","ks. Kansanen, Rakel",452,452,1,19,1,Lyyli Toivola,
"Toivonen, Lauri J.",,452,452,5,170,0,Lauri J. Toivonen,
"Toivonen, Yrjö",,452,453,4,143,0,Yrjö Toivonen,
"Toivovainen, Usko","ks. Häkli, Pekka",453,453,1,16,1,Usko Toivovainen,
"Tojkander, Eeva Karolina",o. s. Moilanen,453,453,6,201,0,Eeva Karolina Tojkander,7.10.1895
"Tola, Akseli",Akseli Gabriel Tolvanen,453,453,60,2344,0,Akseli Tola,9.2.1886
"Tollet, Håkan Conrad Constantin",Ivar Bleke,453,455,191,6975,0,Håkan Conrad Constantin Tollet,20.10.1904
"Tolonen, Juhani",,455,455,2,92,0,Juhani Tolonen,
"Tolvanen, Akseli","ks. Tola, Akseli",455,455,1,16,1,Akseli Tolvanen,
"Tolvanen, Allan Edvin",,455,455,11,477,0,Allan Edvin Tolvanen,26.7.1900
"Tomasson, T.",ks. Vanha Tommo,455,455,1,15,1,T. Tomasson,
"Tompuri, Elli",,455,455,36,1312,0,Elli Tompuri,20.1.1880
Toni,"ks. Leistilä, Topo",455,455,1,18,1,Toni,
Topias,Teuvo Kauppo; Toivo Edvin Kauppinen,455,456,113,4202,0,Topias,21.1.1907
"Toppila, Heikki",,456,457,120,5419,0,Heikki Toppila,4.7.1885
"Torikka, Urho","ks. Konkka, Juhani",457,457,1,18,1,Urho Torikka,
"Torni, A.R.","ks. Vala, Erkki",457,457,1,15,1,A.R. Torni,
"Torvalds, Ole Torvald Elis",,457,458,104,4447,0,Ole Torvald Elis Torvalds,4.8.1916
"Torvelainen, J.A.",ks. J.A.T.,458,458,1,10,1,J.A. Torvelainen,
"Torvelainen, Juho",,458,458,14,552,0,Juho Torvelainen,1.7.1868
